1509090672.315322	1.418659
1509090675.315316	0.038209
1509090678.315311	0.037857
1509090681.315330	0.037060
1509090684.315275	0.038795
1509090687.315333	1.165207
1509090690.315333	0.038291
1509090693.315333	0.037276
1509090696.315319	0.040689
1509090699.315331	0.985741
1509090702.315314	0.039031
1509090705.315331	0.037291
1509090708.315274	0.039939
1509090711.315335	1.127772
1509090714.315338	0.038867
1509090717.315329	0.037796
1509090720.315306	0.038147
1509090723.315334	1.000693
1509090726.315314	0.523983
1509090729.315331	0.875004
1509090732.315326	0.038784
1509090735.315333	0.037250
1509090738.315321	0.041095
1509090741.315332	1.195565
1509090744.315331	0.039331
1509090747.315331	0.037547
1509090750.315332	0.037426
1509090753.315312	0.044479
1509090756.315329	0.038196
1509090759.315279	0.037829
1509090762.315332	0.037678
1509090765.315328	0.045277
1509090768.315276	0.043027
1509090771.315332	2.009000
1509090774.315323	0.601781
1509090777.315342	0.941377
1509090780.315315	0.038659
1509090783.315354	0.037355
1509090786.315338	0.037331
1509090789.315332	0.036823
1509090792.315318	0.039256
1509090795.315329	1.329775
1509090798.315335	0.038782
1509090801.315323	0.038572
1509090804.315272	0.040233
1509090807.315334	1.256781
1509090810.315330	0.038923
1509090813.315330	0.037500
1509090816.315319	0.040091
1509090819.315347	1.452564
1509090822.315313	0.650721
1509090825.315334	1.012537
1509090828.315326	0.038258
1509090831.315331	0.036947
1509090834.315278	0.038073
1509090837.315331	1.235483
1509090840.315317	0.511478
1509090843.315329	1.024932
1509090846.315328	0.037894
1509090849.315330	0.036950
1509090852.315332	0.037229
1509090855.315333	0.037527
1509090858.315334	0.037371
1509090861.315331	0.036878
1509090864.315273	0.040949
1509090867.315338	1.210182
1509090870.315286	0.371498
1509090873.315326	0.991664
1509090876.315315	0.037872
1509090879.315333	0.037276
1509090882.315276	0.037444
1509090885.315330	1.397646
1509090888.315325	0.663254
1509090891.315330	1.038757
1509090894.315332	0.038596
1509090897.315330	0.038028
1509090900.315371	0.036898
1509090903.315330	0.036921
1509090906.315336	0.037321
1509090909.315331	0.037335
1509090912.315307	0.040009
1509090915.315331	1.853436
1509090918.315294	0.755469
1509090921.315330	0.987344
1509090924.315306	0.038673
1509090927.315335	0.037372
1509090930.315318	0.042437
1509090933.315332	1.416401
1509090936.315316	0.119892
1509090939.315356	1.054484
1509090942.315316	0.815989
1509090945.315324	0.815977
1509090948.315291	0.665291
1509090951.315358	1.030677
1509090954.315329	0.038510
1509090957.315340	0.036955
1509090960.315333	0.041263
1509090963.315320	1.607407
1509090966.315283	0.463982
1509090969.315322	1.282623
1509090972.315310	0.043152
1509090975.315354	1.099523
1509090978.315330	0.038460
1509090981.315331	0.037269
1509090984.315312	0.038060
1509090987.315328	1.851245
1509090990.315320	0.092859
1509090993.315320	1.244449
1509090996.315323	0.398632
1509090999.315328	1.107113
1509091002.315336	0.038045
1509091005.315330	0.037148
1509091008.315315	0.037703
1509091011.315328	1.689164
1509091014.315320	0.457821
1509091017.315325	1.088882
1509091020.315323	0.038460
1509091023.315361	0.037046
1509091026.315315	0.046898
1509091029.315327	1.317880
1509091032.315278	0.075364
1509091035.315340	1.065886
1509091038.315319	0.077678
1509091041.315332	1.254642
1509091044.315273	0.476275
1509091047.315330	1.285097
1509091050.315337	0.038286
1509091053.315329	0.036970
1509091056.315272	0.039535
1509091059.315333	1.941251
1509091062.315305	0.220438
1509091065.315329	0.993958
1509091068.315279	0.402412
1509091071.315345	1.002247
1509091074.315336	0.038389
1509091077.315317	0.043722
1509091080.315344	0.036906
1509091083.315339	0.037394
1509091086.315316	0.037117
1509091089.315325	1.510204
1509091092.315329	0.038478
1509091095.315331	0.037316
1509091098.315333	0.038138
1509091101.315329	0.037424
1509091104.315284	0.039463
1509091107.315328	1.700997
1509091110.315371	0.158423
1509091113.315290	1.332780
1509091116.315329	0.037932
1509091119.315331	0.037469
1509091122.315276	0.038600
1509091125.315317	1.573685
1509091128.315338	0.799913
1509091131.315295	1.039723
1509091134.315344	0.038476
1509091137.315333	0.037676
1509091140.315329	0.037078
1509091143.315330	0.037224
1509091146.315335	0.037779
1509091149.315335	0.037276
1509091152.315312	0.040758
1509091155.315323	2.010033
1509091158.315314	0.772442
1509091161.315332	1.043303
1509091164.315329	0.038877
1509091167.315332	0.037707
1509091170.315332	0.038079
1509091173.315333	0.045214
1509091176.315270	0.040344
1509091179.315314	1.635367
1509091182.315329	0.038774
1509091185.315332	0.037765
1509091188.315275	0.037924
1509091191.315332	0.037648
1509091194.315331	0.037675
1509091197.315337	0.037770
1509091200.315338	0.037553
1509091203.315330	0.037568
1509091206.315331	0.037774
1509091209.315331	0.037813
1509091212.315330	0.037871
1509091215.315332	0.037818
1509091218.315333	0.038058
1509091221.315331	0.037850
1509091224.315331	0.037987
1509091227.315335	0.037845
1509091230.315332	0.037468
1509091233.315340	0.037925
1509091236.315331	0.038268
1509091239.315331	0.037686
1509091242.315332	0.037424
1509091245.315327	0.045619
*****************
0.1.1.0.1.0.0.0.0.1.1.0.0.1.0.1.0.1.1.0.1.1.0.0.0.1.1.0.1.1.0.0.0.1.1.0.1.1.0.1.0.1.1.1.0.1.1.1.0.1.1.0.1.1.1.1.0.1.1.1.0.0.1.0.0.1.1.0.1.1.0.0.0.1.1.0.0.1.0.0.0.0.0.0.0.0.0.0.0.
*****************
104
101
108
108
109
119
111
114
108
100
0
*****************
hellmworld
